Plant_ID,Location,Energy_Source,Timestamp,Year,Month,Day,Hour,Installed_Capacity_MW,Energy_Produced_MWh,Efficiency_%,Temperature_C,Wind_Speed_mps,Solar_Irradiance_Wm2,Downtime_Hours,Maintenance_Cost,Voltage_V,Current_A,Power_Factor,Frequency_Hz,Humidity_%,Pressure_hPa,Grid_Status,Outage_Events
P5,Tamil Nadu,Solar,2024-01-06 17:00:00,2024,1,6,17,59.83,25.99,43.44,16.35,14.7,983.83,0.3,9870.06,221.03,97.62,0.78,50.13,28.12,979.91,Inactive,3
P2,Karnataka,Hydro,2024-01-06 18:00:00,2024,1,6,18,126.83,34.05,26.85,29.88,8.24,925.71,0.53,9266.05,211.45,48.59,0.98,50.36,38.68,1048.77,Active,0
P3,Rajasthan,Hydro,2024-01-06 19:00:00,2024,1,6,19,84.89,38.71,45.6,41.81,2.79,867.57,2.78,5058.42,210.42,35.36,0.82,49.63,77.26,972.57,Active,0
P3,Tamil Nadu,Solar,2024-01-06 20:00:00,2024,1,6,20,433.12,367.02,84.74,32.31,8.42,741.61,4.97,2055.91,215.78,32.37,0.88,50.47,36.72,1006.77,Inactive,0
P5,Tamil Nadu,Solar,2024-01-06 21:00:00,2024,1,6,21,438.18,379.78,86.67,31.21,7.54,370.78,2.24,3801.27,227.29,85.28,0.9,49.97,32.33,966.3,Inactive,3
P3,Maharashtra,Hydro,2024-01-06 22:00:00,2024,1,6,22,466.3,61.77,13.25,24.68,1.52,623.12,0.74,7426.81,218.82,86.71,0.87,49.57,43.78,977.27,Active,3
P3,Rajasthan,Solar,2024-01-06 23:00:00,2024,1,6,23,288.88,188.42,65.22,16.76,17.7,690.51,2.09,5850.03,225.2,45.85,0.79,49.93,31.02,976.45,Inactive,2
P5,Karnataka,Hydro,2024-01-07 00:00:00,2024,1,7,0,294.92,189.24,64.17,33.76,8.73,566.21,1.55,9005.26,229.54,82.16,0.88,50.35,26.19,990.24,Inactive,1
P1,Tamil Nadu,Wind,2024-01-07 01:00:00,2024,1,7,1,247.63,206.25,83.29,26.01,11.37,70.75,0.17,7222.85,235.91,97.34,0.75,50.01,24.11,1037.89,Active,2
P5,Tamil Nadu,Wind,2024-01-07 02:00:00,2024,1,7,2,170.15,150.21,88.28,38.77,11.64,933.51,4.45,9686.54,213.78,90.04,0.77,49.72,48.3,1013.99,Inactive,0
P5,Maharashtra,Solar,2024-01-07 03:00:00,2024,1,7,3,184.7,44.89,24.3,30.83,7.35,859.36,0.21,7542.1,229.52,15.14,0.73,50.4,41.57,970.85,Inactive,0
P2,Karnataka,Solar,2024-01-07 04:00:00,2024,1,7,4,384.06,288.11,75.02,18.78,15.93,937.98,0.34,5212.82,218.62,21.29,0.92,50.2,93.54,969.61,Active,3
P5,Rajasthan,Hydro,2024-01-07 05:00:00,2024,1,7,5,168.18,94.09,55.95,28.41,15.85,31.96,4.2,8603.68,235.89,85.5,0.85,49.95,47.17,967.73,Inactive,0
P2,Karnataka,Hydro,2024-01-07 06:00:00,2024,1,7,6,68.34,52.33,76.57,29.21,19.38,615.14,3.78,9684.57,211.21,41.07,0.74,50.39,60.62,957.98,Inactive,0
P2,Gujarat,Hydro,2024-01-07 07:00:00,2024,1,7,7,127.49,18.68,14.65,36.23,10.2,816.21,4.66,6914.14,237.43,31.83,0.76,49.78,47.11,968.68,Inactive,1
P1,Karnataka,Hydro,2024-01-07 08:00:00,2024,1,7,8,161.87,33.07,20.43,35.52,16.04,571.94,4.18,5694.52,236.94,51.22,0.97,50.31,22.11,1002.51,Inactive,3
P3,Karnataka,Wind,2024-01-07 09:00:00,2024,1,7,9,430.7,294.56,68.39,23.54,17.72,136.29,3.01,6976.11,239.99,80.18,0.7,50.1,74.63,1013.24,Active,3
P1,Maharashtra,Wind,2024-01-07 10:00:00,2024,1,7,10,485.84,421.79,86.82,42.8,16.4,657,1.81,8664.51,219.7,21.38,0.84,50.05,53.74,1022.06,Inactive,2
P1,Karnataka,Wind,2024-01-07 11:00:00,2024,1,7,11,231.44,123.94,53.55,42.75,0.66,660.36,0.08,4326.31,218.3,59.29,1,49.79,38.62,1022.45,Active,0
P2,Maharashtra,Wind,2024-01-07 12:00:00,2024,1,7,12,99.15,54.78,55.25,17.81,4.55,369.88,4.28,1278.51,230.22,71.57,0.9,49.76,59.29,1039.1,Inactive,1
P1,Karnataka,Wind,2024-01-07 13:00:00,2024,1,7,13,56.4,22.02,39.04,22.65,3.37,961.06,1.94,1695.75,217.5,16.27,0.75,49.65,98.78,977.6,Active,1
P5,Gujarat,Hydro,2024-01-07 14:00:00,2024,1,7,14,122.31,68.08,55.66,43.66,6.37,631.21,0.16,1764.45,231.8,49.06,0.91,50.41,96.05,952.14,Active,0
P1,Rajasthan,Wind,2024-01-07 15:00:00,2024,1,7,15,494.35,161.85,32.74,35.57,13.05,961.56,2.07,5066.18,238.35,17.79,0.75,49.75,31.95,1048.14,Inactive,0
P3,Karnataka,Wind,2024-01-07 16:00:00,2024,1,7,16,254.16,121.05,47.63,36.84,18.65,303.95,3.64,5115.87,215,65.91,0.8,49.68,93.25,1048.23,Active,2
P5,Maharashtra,Wind,2024-01-07 17:00:00,2024,1,7,17,178.1,76.06,42.71,36.44,9.32,295.4,3.39,5935.53,211.18,24.76,0.84,49.93,63.1,988.36,Active,2
P3,Maharashtra,Solar,2024-01-07 18:00:00,2024,1,7,18,276.5,92.53,33.46,23.22,4.72,893.66,4.44,5680.31,221.46,48.87,0.82,49.76,72.51,966.68,Active,3
P3,Rajasthan,Hydro,2024-01-07 19:00:00,2024,1,7,19,361.98,294.34,81.31,15.03,14.93,845.9,2.79,8850.39,235.15,93.46,0.99,50.46,74.61,960.8,Active,2
P1,Maharashtra,Solar,2024-01-07 20:00:00,2024,1,7,20,227.36,146.93,64.62,40.09,6.6,517.85,3.18,3417.43,215.23,97.7,0.98,50.39,61.54,1038.65,Active,1
P1,Rajasthan,Solar,2024-01-07 21:00:00,2024,1,7,21,147.32,68.23,46.31,17,2.11,52.9,4.26,6401.17,237.02,99.92,0.95,49.64,21.24,987.5,Active,2
P4,Tamil Nadu,Solar,2024-01-07 22:00:00,2024,1,7,22,311.15,183.67,59.03,39.02,13.65,201.94,1.25,5953.27,230.11,92.82,0.71,50.3,57.96,1044.61,Inactive,0
P3,Rajasthan,Solar,2024-01-07 23:00:00,2024,1,7,23,146.52,111.26,75.94,21.17,1.88,60.77,4.76,9988.93,218.17,93.88,0.82,50.03,35.94,988.63,Active,3
P1,Maharashtra,Solar,2024-01-08 00:00:00,2024,1,8,0,337.11,198.59,58.91,43.58,3.99,788.18,3.97,934.05,225.23,21.68,0.8,49.63,82.47,1026.95,Inactive,2
P1,Tamil Nadu,Solar,2024-01-08 01:00:00,2024,1,8,1,400.8,366.61,91.47,27.13,11.82,811.7,0.95,9612.44,214.68,85.28,0.95,49.83,52.85,975.81,Inactive,2
P4,Tamil Nadu,Hydro,2024-01-08 02:00:00,2024,1,8,2,423.35,344.68,81.42,27.06,0.8,325.11,0.52,2760.38,235.08,62.94,0.73,49.73,63.09,951.98,Inactive,1
P5,Karnataka,Hydro,2024-01-08 03:00:00,2024,1,8,3,276,52.69,19.09,26.41,10.65,801.64,0.84,2177.6,225.53,31.23,0.86,50.22,91.9,954.97,Inactive,1
P4,Maharashtra,Wind,2024-01-08 04:00:00,2024,1,8,4,382.75,235.94,61.64,32.7,6.03,624.73,1.56,5987.51,234.67,64.43,0.84,49.77,89.31,992.59,Active,1
P1,Maharashtra,Solar,2024-01-08 05:00:00,2024,1,8,5,304.19,116.86,38.42,18.02,7.67,212.29,1.9,2737.35,233.58,95.49,0.94,50,75.05,1035.83,Active,2
P2,Tamil Nadu,Wind,2024-01-08 06:00:00,2024,1,8,6,134.06,122.76,91.57,27.69,4.28,234.46,0.4,9454.53,223.88,71.91,0.99,50.39,94.9,992.63,Inactive,3
P4,Tamil Nadu,Solar,2024-01-08 07:00:00,2024,1,8,7,81.91,53.32,65.1,31.96,14.87,632.25,0.32,450.99,234.06,23.37,0.98,49.78,24.52,1036.06,Inactive,3
P3,Maharashtra,Hydro,2024-01-08 08:00:00,2024,1,8,8,82.34,78.33,95.13,33.41,18.11,440.69,3.55,4711.11,218.1,17.93,0.8,50.43,96.84,1017.44,Active,2
P5,Rajasthan,Hydro,2024-01-08 09:00:00,2024,1,8,9,476.39,368.81,77.42,26.2,4.14,548.99,4.3,8585.19,237.97,51.51,0.86,50.01,30.78,1044.1,Inactive,1
P3,Gujarat,Hydro,2024-01-08 10:00:00,2024,1,8,10,271.6,266.5,98.12,36.25,12.01,803.92,2.4,1555.77,219.01,84.81,0.74,50.12,35.65,1046.52,Active,1
P3,Tamil Nadu,Wind,2024-01-08 11:00:00,2024,1,8,11,498.75,263.13,52.76,41,11.38,435.38,3.96,9742.93,211.63,10.14,0.77,50.06,82.92,1007.91,Inactive,1
P2,Maharashtra,Wind,2024-01-08 12:00:00,2024,1,8,12,433.74,181.35,41.81,32.75,13.64,965.62,4.69,6401.15,219.96,42.71,0.8,50.23,77.88,1032.44,Inactive,3
P2,Rajasthan,Wind,2024-01-08 13:00:00,2024,1,8,13,219.8,49.74,22.63,24.98,1.88,19.14,0.39,5735.91,211.81,29.55,0.94,50.5,79.75,962.42,Inactive,0
P5,Karnataka,Hydro,2024-01-08 14:00:00,2024,1,8,14,280.14,170.31,60.79,29.81,13.25,735.59,2.1,4999.14,221.03,45.72,0.91,50.26,99.72,1004.45,Inactive,1
P5,Karnataka,Solar,2024-01-08 15:00:00,2024,1,8,15,472.02,448.16,94.95,34.51,0.17,608.53,4.02,2565.43,220.95,12.72,0.89,50.19,82.18,975.62,Active,2
P4,Tamil Nadu,Solar,2024-01-08 16:00:00,2024,1,8,16,244.01,41.12,16.85,20.08,14.59,975.73,2.92,6504.08,211.73,81.42,0.91,50.43,35.08,991.96,Inactive,1
P4,Gujarat,Wind,2024-01-08 17:00:00,2024,1,8,17,66.03,61.2,92.69,41.24,10.64,538.88,2.11,4848.73,219.33,28.22,0.88,49.77,57.56,1041.44,Inactive,3
P3,Tamil Nadu,Solar,2024-01-08 18:00:00,2024,1,8,18,82.14,64.4,78.4,33.18,16.45,559.25,2.74,6280.6,227.48,24.91,0.95,50.18,51.36,1041.41,Active,2
P4,Tamil Nadu,Hydro,2024-01-08 19:00:00,2024,1,8,19,280.26,21.51,7.68,36.37,8.92,4.59,4.02,8918.82,219.37,86.48,0.87,50.4,85.88,1042.03,Active,1
P5,Gujarat,Wind,2024-01-08 20:00:00,2024,1,8,20,68.4,27.52,40.23,22.64,11.59,734.74,2.13,4572.3,226.32,56.55,0.73,50.5,88.77,1009.66,Active,3
P3,Karnataka,Wind,2024-01-08 21:00:00,2024,1,8,21,478.58,231.53,48.38,38.21,3.7,212.72,0.69,2606.27,228.57,12.38,0.89,50,35.7,1040.62,Active,1
P4,Maharashtra,Wind,2024-01-08 22:00:00,2024,1,8,22,487.28,400.98,82.29,22.27,1.54,827.26,4.14,6937.63,236.5,31.46,0.83,50.32,97.44,965.18,Inactive,0
P5,Rajasthan,Hydro,2024-01-08 23:00:00,2024,1,8,23,84.08,82.25,97.82,31.29,5.9,647.12,3.76,1114.56,229.55,91.83,0.94,50.16,89.31,1023.35,Inactive,2
P3,Gujarat,Hydro,2024-01-09 00:00:00,2024,1,9,0,264.16,58.69,22.22,42.86,9.88,993.82,3.79,1723.86,220.2,10.52,0.88,49.77,24.13,989.52,Inactive,0
P2,Tamil Nadu,Wind,2024-01-09 01:00:00,2024,1,9,1,349.69,111.18,31.79,39.84,13.6,991.83,1.87,2009.24,230.02,80.27,1,49.57,22.19,1022.05,Inactive,3
P1,Gujarat,Wind,2024-01-09 02:00:00,2024,1,9,2,447.83,69.95,15.62,35.83,0.54,605.5,4.09,8217.63,211.49,10.62,0.91,50.47,75.92,971.92,Inactive,3
P1,Karnataka,Solar,2024-01-09 03:00:00,2024,1,9,3,317.28,20.01,6.31,26.33,5.4,637.79,0.98,7688.79,237.3,14.78,0.84,50.42,78.81,957.07,Inactive,3
P5,Tamil Nadu,Hydro,2024-01-09 04:00:00,2024,1,9,4,368.37,12.92,3.51,30.59,14.83,291.97,4.1,8071.69,239.91,59.05,0.71,50.21,38.73,1008.61,Active,3
P5,Maharashtra,Hydro,2024-01-09 05:00:00,2024,1,9,5,332.36,300.52,90.42,24.36,0.98,867.83,4.53,1539.58,239.48,74.08,0.9,50.04,66.76,1036.25,Inactive,3
P4,Tamil Nadu,Wind,2024-01-09 06:00:00,2024,1,9,6,466.45,354.9,76.09,15.8,9.94,167.56,2.86,555.41,218.03,23.95,0.78,49.61,88.12,1002.44,Inactive,3
P4,Gujarat,Wind,2024-01-09 07:00:00,2024,1,9,7,349.55,287.47,82.24,19.1,11.43,298.46,2.86,4737.01,238.13,12.12,0.9,49.66,58.66,998.18,Active,0
P4,Maharashtra,Solar,2024-01-09 08:00:00,2024,1,9,8,225.06,111.68,49.62,28.35,5.7,680.67,4.57,697.44,216.24,98.58,0.94,49.68,27.64,1008.14,Inactive,3
P5,Tamil Nadu,Wind,2024-01-09 09:00:00,2024,1,9,9,163.16,47.33,29.01,39.81,4.29,766.04,3.27,9249.98,237.28,80.19,0.96,49.85,36.15,1026.06,Inactive,2
P1,Tamil Nadu,Hydro,2024-01-09 10:00:00,2024,1,9,10,226.14,196.31,86.81,38.44,1.17,524.68,3.47,7340.11,225.44,37.78,0.74,50.39,25,974.14,Inactive,0
P5,Maharashtra,Wind,2024-01-09 11:00:00,2024,1,9,11,270.03,265.25,98.23,40.64,9.63,129.89,3.19,9089.6,221.29,29,0.72,50.25,61.96,1016.23,Active,3
P3,Rajasthan,Wind,2024-01-09 12:00:00,2024,1,9,12,148.04,142.42,96.2,37.23,9.77,369.08,3.43,852.94,233.88,29.91,0.76,49.88,83.23,1047.4,Active,1
P2,Gujarat,Solar,2024-01-09 13:00:00,2024,1,9,13,389.71,178.29,45.75,24.7,15.29,75.13,0.19,448.06,221.22,93.44,0.76,50.26,86.81,1035.83,Inactive,2
P1,Karnataka,Hydro,2024-01-09 14:00:00,2024,1,9,14,148.1,119.13,80.44,29.04,13.62,787.34,1.67,426.91,229.19,89.43,0.98,50.35,98.31,997.97,Inactive,3
P3,Karnataka,Wind,2024-01-09 15:00:00,2024,1,9,15,387.12,307.17,79.35,27.04,4.72,969.71,1.66,5916.14,231.36,95.45,0.87,49.69,98.59,1006.95,Active,1
P3,Gujarat,Hydro,2024-01-09 16:00:00,2024,1,9,16,403.55,140.47,34.81,20.58,13.3,306.2,1.82,6102.45,220.47,47.34,0.73,49.88,27.24,998.94,Inactive,0
P2,Gujarat,Solar,2024-01-09 17:00:00,2024,1,9,17,265.03,156.15,58.92,39.31,1.6,577.16,1.43,9359.91,228.24,12.7,0.86,50.4,81.83,951.37,Inactive,0
P3,Tamil Nadu,Solar,2024-01-09 18:00:00,2024,1,9,18,382.23,17.53,4.59,18.14,6.36,219.45,0.74,7972.81,217.83,98.09,0.72,49.86,69.61,1017.44,Active,0
P2,Karnataka,Solar,2024-01-09 19:00:00,2024,1,9,19,489.96,349.27,71.29,27.97,13.95,833.56,2.25,8920.11,221.21,52.59,0.82,49.91,26.95,1044.96,Active,0
P1,Gujarat,Hydro,2024-01-09 20:00:00,2024,1,9,20,443.79,424.67,95.69,19.38,1.44,641.19,4.19,6986.13,234.31,57.85,0.84,50.21,25,998.41,Active,2
P5,Rajasthan,Solar,2024-01-09 21:00:00,2024,1,9,21,340.06,243.92,71.73,37.42,1.6,966.18,0.15,1947.6,221.11,17.8,0.79,49.72,54.26,962.9,Active,1
P4,Karnataka,Hydro,2024-01-09 22:00:00,2024,1,9,22,248.7,117.2,47.13,33.7,3.46,180.86,2.96,2341.5,214.59,35.92,0.98,50.41,32.46,964.26,Inactive,2
P2,Rajasthan,Wind,2024-01-09 23:00:00,2024,1,9,23,291.59,27.96,9.59,37.96,9.26,811.62,2.45,3445.55,210.13,49.21,0.75,50.07,66.26,974.96,Inactive,2
P4,Maharashtra,Wind,2024-01-10 00:00:00,2024,1,10,0,154.56,124.48,80.54,37.87,11.6,758.31,2.71,1799.81,227.38,35.32,0.73,50.21,37.25,1037.97,Inactive,2
P4,Gujarat,Wind,2024-01-10 01:00:00,2024,1,10,1,165.54,152.93,92.38,37.04,18.36,240.32,2.42,1385.55,229.89,32.01,0.72,50.1,97.23,987.3,Inactive,3
P1,Karnataka,Hydro,2024-01-10 02:00:00,2024,1,10,2,390.41,302.07,77.37,43.79,5.65,483.06,1.42,4229.33,219.1,17.83,0.87,49.76,93.63,1005.78,Inactive,3
P4,Gujarat,Solar,2024-01-10 03:00:00,2024,1,10,3,75.24,27.4,36.42,34.55,4.85,647.62,1.3,2357.38,215,58.88,0.89,49.87,90.83,980.78,Active,2
P5,Tamil Nadu,Solar,2024-01-10 04:00:00,2024,1,10,4,492.82,201.6,40.91,44.41,9.32,36.52,2.28,7767.04,211.6,29.79,0.99,50.01,40.07,1005.03,Inactive,2
P5,Gujarat,Wind,2024-01-10 05:00:00,2024,1,10,5,201.78,32.4,16.06,38.68,7.06,504.21,4.56,925.41,222.23,96.17,0.96,49.63,61.28,1020.06,Active,1
P1,Tamil Nadu,Wind,2024-01-10 06:00:00,2024,1,10,6,53.18,10.97,20.63,20.08,15.64,328.2,0.54,4802.77,221.62,65.11,0.75,50.4,75.9,978.1,Inactive,0
P5,Karnataka,Hydro,2024-01-10 07:00:00,2024,1,10,7,384.92,263.16,68.37,27.53,11.42,917.37,1.49,3793.5,226.32,53.21,0.84,50.29,73.59,981.54,Inactive,1
P5,Rajasthan,Wind,2024-01-10 08:00:00,2024,1,10,8,378.33,353.26,93.37,17.12,13.94,550.87,3.39,994.02,239.54,54.18,0.83,50.25,86.64,1011.05,Active,0
P5,Tamil Nadu,Hydro,2024-01-10 09:00:00,2024,1,10,9,279.96,240.41,85.87,28.33,4.15,978.12,0.86,9645.63,218.61,42.35,0.91,50.23,94.81,972.19,Active,2
P3,Tamil Nadu,Wind,2024-01-10 10:00:00,2024,1,10,10,377.22,347.18,92.04,24.42,16.36,992.24,1.45,6369.8,222.49,12.28,0.88,49.8,26.77,1026.34,Inactive,1
P4,Tamil Nadu,Wind,2024-01-10 11:00:00,2024,1,10,11,127.96,32.34,25.27,39.56,19.52,64.03,2.5,3191.95,223.64,32.68,0.92,50.26,63.57,981.68,Active,0
P5,Tamil Nadu,Wind,2024-01-10 12:00:00,2024,1,10,12,223.48,43.64,19.53,28.96,10.9,286.85,1.99,4379.96,214.42,10.59,0.71,49.76,54.84,998.4,Active,0
P5,Rajasthan,Solar,2024-01-10 13:00:00,2024,1,10,13,230.03,129.43,56.27,44.23,4.32,58.39,2.93,1206.33,216.97,80.75,0.95,50.19,46.4,1001.82,Active,0
P1,Maharashtra,Hydro,2024-01-10 14:00:00,2024,1,10,14,89.57,76.13,84.99,29.77,11.53,839.26,1.47,4739.57,232.73,13.2,0.94,49.81,85.06,950.54,Active,3
P5,Gujarat,Solar,2024-01-10 15:00:00,2024,1,10,15,389.22,196.25,50.42,23.36,13.97,240.86,2.48,9326.37,216,59.71,0.71,50.4,99.16,1034.51,Active,1
P2,Gujarat,Solar,2024-01-10 16:00:00,2024,1,10,16,246.13,85.64,34.79,37.92,2.12,97.36,0.05,9487.01,228.41,16.97,0.78,50.13,65.72,950.08,Inactive,2
P2,Gujarat,Solar,2024-01-10 17:00:00,2024,1,10,17,338.19,303.92,89.87,44.99,13.85,270.31,3.61,1469.42,225.87,20.47,0.88,49.98,78.53,977.61,Active,2
P4,Rajasthan,Solar,2024-01-10 18:00:00,2024,1,10,18,437.9,392.25,89.58,17.65,11.16,470.26,0.36,6466.49,234.94,67.76,0.71,49.93,83.06,973.7,Inactive,1
P3,Gujarat,Hydro,2024-01-10 19:00:00,2024,1,10,19,248.56,22.42,9.02,33.46,6.14,46.28,4.31,8810.78,210.1,37.65,0.94,49.88,70.5,1026.58,Inactive,2
P4,Rajasthan,Hydro,2024-01-10 20:00:00,2024,1,10,20,172.71,120.37,69.69,31.19,13.67,121.66,4.65,5167.56,211.52,20.78,0.87,50.18,86.08,992.9,Inactive,3
P2,Gujarat,Wind,2024-01-10 21:00:00,2024,1,10,21,261.62,122.74,46.92,43.56,8.15,482.1,2.19,9449.59,218.68,91.09,0.72,49.52,86.09,958.28,Active,3
P3,Gujarat,Solar,2024-01-10 22:00:00,2024,1,10,22,368.3,254.52,69.11,36.79,6.99,972.19,3.46,1971.66,233.56,19.51,0.99,49.72,27.35,963.88,Active,1
P3,Rajasthan,Wind,2024-01-10 23:00:00,2024,1,10,23,210.25,172.21,81.91,35.85,8.2,855.86,4.1,5996.41,227.85,85.23,0.99,50.35,46.18,975.81,Active,3
P5,Rajasthan,Hydro,2024-01-11 00:00:00,2024,1,11,0,141.87,109.49,77.18,35.6,12.84,313.73,0.51,2137.09,235.03,14.13,0.72,50.32,48.04,1047.46,Inactive,3
P2,Gujarat,Hydro,2024-01-11 01:00:00,2024,1,11,1,51.84,11.82,22.8,23.37,6.77,238.73,3.94,8778.88,210.44,75.87,0.95,50.03,77.09,973.76,Inactive,2
P5,Tamil Nadu,Wind,2024-01-11 02:00:00,2024,1,11,2,142.93,131.81,92.22,26.96,1.98,29.36,0.48,4928.62,224.79,53.28,0.93,49.61,32.95,995.33,Active,2
P3,Maharashtra,Hydro,2024-01-11 03:00:00,2024,1,11,3,363.13,332.97,91.69,25.27,14.36,232.07,2.47,4523.03,220.59,45.64,0.9,50.48,62.98,978.39,Active,3
P5,Karnataka,Wind,2024-01-11 04:00:00,2024,1,11,4,192.38,167.08,86.85,25.03,12.93,6.13,3.04,4767.35,228.2,63.09,0.77,49.78,61.22,993.97,Active,1
P5,Tamil Nadu,Wind,2024-01-11 05:00:00,2024,1,11,5,248.72,13.32,5.36,34.6,12.06,529.87,0.67,2153.52,213.5,58.15,0.73,49.51,65.42,1047.43,Active,2
P1,Karnataka,Wind,2024-01-11 06:00:00,2024,1,11,6,425.12,108.09,25.43,32.59,1.84,971.69,3.96,5558.55,218.07,16.41,0.87,49.59,71.78,1018.83,Active,1
P5,Rajasthan,Hydro,2024-01-11 07:00:00,2024,1,11,7,454.16,36.36,8.01,25.85,10.92,736.23,0.63,1418.98,215.63,84.83,0.98,50.31,50.58,1048.76,Active,0
P2,Gujarat,Hydro,2024-01-11 08:00:00,2024,1,11,8,186.3,50.09,26.89,28.01,5.03,590.65,2.39,6376.89,215.42,65.39,0.94,50.17,33.72,995.85,Active,2
P3,Rajasthan,Hydro,2024-01-11 09:00:00,2024,1,11,9,219.85,44.33,20.16,30.04,14.95,108.62,2.09,8764.04,233.88,38.38,0.97,49.56,27.66,1018.95,Inactive,0
P2,Rajasthan,Solar,2024-01-11 10:00:00,2024,1,11,10,286.34,215.14,75.13,42.64,12.54,744.92,3.57,3255.45,227.76,79.01,0.73,49.74,51.63,998.56,Active,2
P3,Gujarat,Wind,2024-01-11 11:00:00,2024,1,11,11,396.31,259.74,65.54,16.01,10.49,217.05,3.91,7873.46,238.72,86.48,0.87,49.85,72.56,976.9,Active,1
P4,Tamil Nadu,Wind,2024-01-11 12:00:00,2024,1,11,12,494.16,172.57,34.92,43.15,10.81,630.77,3.75,3639.48,230.99,28.39,0.86,50.11,98.35,976.96,Inactive,3
P4,Rajasthan,Solar,2024-01-11 13:00:00,2024,1,11,13,227,186.95,82.36,37.67,3.86,717.63,2.16,2807.48,216.63,72.56,0.79,50.34,81.1,998.22,Active,1
P3,Rajasthan,Hydro,2024-01-11 14:00:00,2024,1,11,14,444.55,346.15,77.87,38.14,1.07,299.62,1.67,8834.26,210.45,83,0.93,49.97,68.82,1023.01,Active,1
P3,Tamil Nadu,Hydro,2024-01-11 15:00:00,2024,1,11,15,431.37,76.67,17.77,42.77,4.3,348.6,1.78,1768.55,237.81,54.95,0.74,49.87,86.65,992.14,Inactive,3
P1,Maharashtra,Wind,2024-01-11 16:00:00,2024,1,11,16,339,212.02,62.54,16.47,0.81,330.79,4.05,5379.13,230.07,88.13,0.72,49.93,45.04,1007.04,Active,1
P4,Tamil Nadu,Hydro,2024-01-11 17:00:00,2024,1,11,17,435,408.13,93.82,33.48,15.38,423.3,0.38,7127.98,211.69,48.29,0.88,50.4,25.45,1022.21,Active,2
P1,Gujarat,Hydro,2024-01-11 18:00:00,2024,1,11,18,280.49,82.16,29.29,44.08,12.89,54.88,2.24,6547.47,234.14,59.48,0.87,50.22,26.7,967.37,Inactive,2
P4,Maharashtra,Hydro,2024-01-11 19:00:00,2024,1,11,19,206.71,175.97,85.13,23.97,12.53,682.98,1.82,6422.87,238.99,50.14,0.71,50.22,75.01,966.44,Inactive,1
P5,Rajasthan,Hydro,2024-01-11 20:00:00,2024,1,11,20,217.34,199.12,91.62,41.78,1.5,343.02,3.77,7379.76,228.79,78.17,0.9,50.39,95.72,998.67,Inactive,0
P1,Gujarat,Wind,2024-01-11 21:00:00,2024,1,11,21,345.27,161.98,46.91,17.65,14.25,587.62,1.72,4982.94,230.79,38.89,0.87,49.58,59.73,1025.85,Active,0
P3,Maharashtra,Solar,2024-01-11 22:00:00,2024,1,11,22,393.93,114.89,29.17,32.22,0.46,852.66,3.96,4836.39,228.24,67.87,0.97,49.89,67.35,995.66,Active,2
P4,Gujarat,Wind,2024-01-11 23:00:00,2024,1,11,23,108.09,18.59,17.2,33.31,18.58,155.41,2.44,3470.08,232.77,75.21,0.96,50.26,50.34,1011.12,Inactive,0
P5,Karnataka,Solar,2024-01-12 00:00:00,2024,1,12,0,89.53,55.91,62.45,25.39,0.75,386.03,4.52,801.76,228.72,99.31,0.89,50.03,80.81,1000.71,Inactive,3
P4,Maharashtra,Wind,2024-01-12 01:00:00,2024,1,12,1,320.38,144.96,45.25,36.59,15.31,360.82,2.27,1743.06,230.25,20.95,0.7,50.36,70.58,1009.36,Inactive,3
P5,Tamil Nadu,Hydro,2024-01-12 02:00:00,2024,1,12,2,410.02,372.17,90.77,36.89,12.26,959.32,0.04,3184.08,222.35,85.01,0.8,50.38,65.54,987.15,Inactive,2
P4,Rajasthan,Wind,2024-01-12 03:00:00,2024,1,12,3,83.1,65.44,78.75,19.69,15.73,386.88,2.25,6591.72,212.23,71.25,0.93,50.22,46.26,958.91,Active,3
P4,Gujarat,Solar,2024-01-12 04:00:00,2024,1,12,4,272.43,93.82,34.44,28.47,2.62,433.63,0.26,7718.69,237.35,87.74,0.77,50.3,30.49,954.48,Active,2
P2,Rajasthan,Hydro,2024-01-12 05:00:00,2024,1,12,5,220.29,89.14,40.46,23.7,5.49,556.18,1.82,7969.06,218.81,34.11,0.96,49.95,58.21,997.85,Active,2
P2,Maharashtra,Solar,2024-01-12 06:00:00,2024,1,12,6,281.21,140.99,50.14,39.01,5.77,23.8,4.21,1458.67,237.18,22.84,0.73,49.58,50.19,964.8,Inactive,0
P3,Tamil Nadu,Wind,2024-01-12 07:00:00,2024,1,12,7,473.67,54.29,11.46,33.37,7.9,305.81,3.66,1879.39,238,71.42,0.74,50.38,29.56,1035.8,Active,1
P2,Rajasthan,Wind,2024-01-12 08:00:00,2024,1,12,8,196.88,139.93,71.07,31.83,12.77,619.72,2.86,5836.85,227.29,67.88,0.71,49.77,86.71,1013.15,Inactive,1
P1,Rajasthan,Wind,2024-01-12 09:00:00,2024,1,12,9,401.1,300.22,74.85,36.58,14.72,428.22,1.11,2740.47,229.71,53.81,0.91,50.42,22.56,1045.69,Inactive,0
P5,Maharashtra,Wind,2024-01-12 10:00:00,2024,1,12,10,402.13,225.33,56.03,26.43,8.47,142.54,4.72,195.53,235.46,14.01,0.94,49.73,90.42,981.41,Inactive,3
